,final_value,total_return,cagr,annualized_volatility,sharpe,max_drawdown
strategy2,3.7438541831583003,2.7438541831583003,0.19202641362778516,0.18584354107201143,1.0407724532185127,-0.37739898807295846
QQQ_buy_hold,4.88184916912573,3.88184916912573,0.23487531671656914,0.24026842796279044,1.0015279635710888,-0.35118736664376393
