,core_qqq_trade_dips,QQQ_buy_hold,DIA_buy_hold,equal_weight_stocks
2023-01-03,1.0000000000000002,1.0,1.0,1.0
2023-01-04,1.004032611195318,1.004763957447475,1.0040454083270767,1.0149739277646463
2023-01-05,0.9854222066659405,0.9890348912196355,0.9939617647544936,0.9965766379666664
2023-01-06,1.0112392400610797,1.016333803881083,1.015276611945832,1.0272452940161168
2023-01-09,1.022742540274095,1.0229127985023794,1.0122878116585412,1.0512066412108831
2023-01-10,1.0316642586372555,1.0315714030207916,1.0181450230719813,1.0616375067287627
2023-01-11,1.0517561877729134,1.0494176397593342,1.0257833290448974,1.0791795454045159
2023-01-12,1.0584136031770137,1.0550889391764147,1.0325464420015191,1.1044603306968348
2023-01-13,1.0684274584081825,1.0623484991473506,1.035686144381127,1.1160367350935392
2023-01-17,1.073683030004121,1.064503818995992,1.0239720149478155,1.137486468065201
2023-01-18,1.0613787019750387,1.0506653821486296,1.0052832357946413,1.1314954415581093
2023-01-19,1.0543690648467396,1.040343278104317,0.9982187098448114,1.1227279624392295
2023-01-20,1.0927367150968563,1.0688139877137939,1.0082508139471087,1.169505040623016
2023-01-23,1.1224408391551328,1.092559006958604,1.015804915965725,1.2202288041933858
2023-01-24,1.116652177167765,1.090327977158437,1.0186153329630707,1.2147469219957165
2023-01-25,1.109762404619417,1.087908320076242,1.0192797715989743,1.2002031573381
2023-01-26,1.133072076784082,1.109119469714783,1.0254443616748588,1.2227301189385855
2023-01-27,1.1487475276006274,1.120160170701803,1.0261993611257236,1.2411833449542011
2023-01-30,1.1193366310178363,1.0975119449227175,1.018494454812647,1.2069265060271295
2023-01-31,1.1376964970271815,1.113959372603524,1.0298862425114959,1.22003323258627
2023-02-01,1.1673943108669738,1.1377797485652492,1.030006729470494,1.2581146457208976
2023-02-02,1.2167826558229773,1.178614611502567,1.028677167613692,1.3092223326290138
2023-02-03,1.1930861306697433,1.1576676813527096,1.0242962148415484,1.2909189030379622
2023-02-06,1.1812450318219219,1.1478750759895955,1.0227851401633987,1.270359206512186
2023-02-07,1.211266817839117,1.1716576558479932,1.031970901617019,1.3176093136335367
2023-02-08,1.184835092766604,1.150824231752989,1.0256255811026376,1.2886002330022541
2023-02-09,1.1734429707980552,1.1406530766322471,1.0185547960900025,1.2847145803133364
2023-02-10,1.1624817948977175,1.133166857786215,1.023540530805689,1.2610418622661448
2023-02-13,1.1795883474789945,1.1513156988411197,1.035083122798998,1.2784723297625054
2023-02-14,1.1916504604218614,1.1598230012013508,1.0308226569858525,1.3042749761471697
2023-02-15,1.197748330943337,1.1687082645948594,1.0323940729413577,1.2937033789276802
2023-02-16,1.1744844115037167,1.146778400268741,1.0194914061600717,1.2665895732235422
2023-02-17,1.1640864566312188,1.1386868550451146,1.0238860506321017,1.2478588571973368
2023-02-21,1.1352188231001812,1.1117285782930975,1.0025786360778444,1.211421071688402
2023-02-22,1.1344636629794604,1.1125603280560474,1.0003686979183628,1.2108825939383672
2023-02-23,1.1563438582636874,1.1222776944471167,1.0038496170187048,1.2715277978514876
2023-02-24,1.135906507449787,1.1034859664010304,0.9931049577351894,1.247951239799922
2023-02-27,1.1416043414015111,1.1113881778734076,0.9959500929715321,1.2534688947435284
2023-02-28,1.1394085727363783,1.1099514549674736,0.9884136923649116,1.247226755654778
2023-03-01,1.1341564861858275,1.1010283954706375,0.9897149906412341,1.2393767716795
2023-03-02,1.1457324674126061,1.110140317739242,1.0001267460218033,1.2579964489796989
2023-03-03,1.1674150448395644,1.1330911478346894,1.0115370175154983,1.285500748149114
2023-03-06,1.1684921018253895,1.1343768040721829,1.0129597807293822,1.2886808508465697
