,core_qqq_trade_dips,QQQ_buy_hold,DIA_buy_hold,equal_weight_stocks
2023-01-03,1.0,1.0,1.0,1.0
2023-01-04,1.0040328243165002,1.0047641934981746,1.0040456047140922,1.0100621192433246
2023-01-05,0.9854222981986958,0.9890350076734341,0.9939617635734405,0.9883023654303157
2023-01-06,1.011239378291358,1.0163339235491888,1.0152769083274988,1.0153485117184475
2023-01-09,1.0227426862057787,1.0229129189451283,1.012288303051362,1.0407705906627267
2023-01-10,1.0316642791197999,1.031571406738163,1.0181451244189461,1.0530540806539348
2023-01-11,1.0517562888562413,1.0494177633228925,1.0257837252795086,1.0769737424488712
2023-01-12,1.058413771239181,1.0550891811526235,1.0325468395589668,1.0964854825705181
2023-01-13,1.068427619581373,1.0623486242334514,1.0356865425526869,1.1050497182612444
2023-01-17,1.0736832127663407,1.0645040620807547,1.0239720196366398,1.1213464751622384
2023-01-18,1.0613788552846757,1.0506655058591032,1.005283530221646,1.1091048984594454
2023-01-19,1.0543690501107554,1.0403431651096475,0.9982185139006478,1.097343155604567
2023-01-20,1.092736808581204,1.0688141135611728,1.0082508155609329,1.1399878552053313
2023-01-23,1.1224408799476038,1.0925590178569535,1.0158053102486013,1.1892791772917046
2023-01-24,1.1166523792996803,1.0903282232838625,1.0186149454126487,1.1818907316467693
2023-01-25,1.1097625059263354,1.0879084481718813,1.0192799709657667,1.175335783504031
2023-01-26,1.1330723237457834,1.1091197180528105,1.0254439754601659,1.2132977421485174
2023-01-27,1.1487476639180714,1.1201603025949325,1.0261998552395848,1.2479759492885023
2023-01-30,1.1193367372378809,1.097512074149134,1.018494458430084,1.2071933128067593
2023-01-31,1.1376965774389491,1.113959386021657,1.0298862483571178,1.2318541906418847
2023-02-01,1.1673944451284934,1.137779882532994,1.030007419924811,1.2822708524127586
2023-02-02,1.2167827268831304,1.1786146325335238,1.0286775644143262,1.3657034957887388
2023-02-03,1.1853908328524052,1.1576680531519246,1.0242963173916602,1.338253962953618
2023-02-06,1.1732709182030145,1.1478749756562452,1.0227852424179507,1.3271287042181341
2023-02-07,1.2008872794234802,1.1716574405700357,1.0319713968597688,1.363972178933981
2023-02-08,1.1743900084387342,1.1508242495117709,1.0256255861148924,1.3432195261568882
