,final_value,total_return,cagr,annualized_volatility,sharpe,max_drawdown
strategy2,5.93009314723604,4.93009314723604,0.15284839238710912,0.15691718722288647,0.9869319420361486,-0.3773989978814565
QQQ_buy_hold,9.144236209167795,8.144236209167795,0.19344216725132335,0.21409080617216245,0.9355823765545924,-0.3511872615886331
