,final_value,total_return,cagr,annualized_volatility,sharpe,max_drawdown
strategy2,18.011248442714276,17.011248442714276,0.2598690137825004,0.2534234310706045,1.040942163102047,-0.4865989701281018
QQQ_buy_hold,9.144236209167795,8.144236209167795,0.19344216725132335,0.21409080617216245,0.9355823765545924,-0.3511872615886331
