,final_value,total_return,cagr,annualized_volatility,sharpe,max_drawdown
strategy2,8.518818471840198,7.5188184718401985,0.3298307769970157,0.2896554567091792,1.1325430660333797,-0.48659893794403
QQQ_buy_hold,4.88184916912573,3.88184916912573,0.23487531671656914,0.24026842796279047,1.001527963571089,-0.35118736664376404
