date,ticker,action,price,shares,cash_flow,drawdown,portfolio_value_before_trade
2019-03-05,TSLA,buy_down_20pct,18.43600082397461,0.0030565235032869362,-0.05635006982509572,-0.20376602925820497,1.1270013965019143
2019-04-26,TSLA,buy_down_30pct,15.675999641418455,0.0038895367196606976,-0.06097237622268501,-0.32296794955650077,1.2194475244537002
2019-05-20,NVDA,buy_down_20pct,3.765859603881836,0.01518017456271353,-0.0571664061655975,-0.21004680256491381,1.1433281233119499
2019-05-20,TSLA,buy_down_40pct,13.690667152404783,0.004175574902904286,-0.0571664061655975,-0.40871263931125235,1.1433281233119499
2019-06-03,NVDA,buy_down_30pct,3.323702335357666,0.016036843846957697,-0.053301695345899514,-0.30279682109449246,1.0660339069179903
2019-10-15,NVDA,sell_new_high,4.883549213409424,0.031217018409671227,0.15244984569953743,,1.2913451743561655
2019-11-12,TSLA,sell_new_high,23.32866668701172,0.01112163512585192,0.2594529188655611,,1.4051800336744722
2020-02-27,TSLA,buy_down_20pct,45.26666641235352,0.0015871221865094002,-0.07184373057236615,-0.2598809486089879,1.436874611447323
2020-03-09,NVDA,buy_down_20pct,6.112035751342773,0.011037580940171142,-0.0674620893146656,-0.21961600425885341,1.349241786293312
2020-03-09,GOOGL,buy_down_20pct,60.25520706176758,0.0011196059660953492,-0.0674620893146656,-0.20269254050657648,1.349241786293312
2020-03-09,META,buy_down_20pct,168.02447509765625,0.00040150156264708736,-0.0674620893146656,-0.24069349519512462,1.349241786293312
2020-03-09,TSLA,buy_down_30pct,40.53333282470703,0.0016643607770033702,-0.0674620893146656,-0.3372718996654167,1.349241786293312
2020-03-12,AAPL,buy_down_20pct,59.92359161376953,0.001029619605057365,-0.061698504730988216,-0.24135072962341775,1.2339700946197643
2020-03-12,MSFT,buy_down_20pct,131.80853271484375,0.0004680918864673772,-0.061698504730988216,-0.26105015313300317,1.2339700946197643
2020-03-12,NVDA,buy_down_30pct,5.386629104614258,0.011454010204292042,-0.061698504730988216,-0.3122358383929744,1.2339700946197643
2020-03-12,AMZN,buy_down_20pct,83.83049774169922,0.0007359911534951791,-0.061698504730988216,-0.22744701905130327,1.2339700946197643
2020-03-12,META,buy_down_30pct,153.12527465820312,0.0004029282877611671,-0.061698504730988216,-0.3080233279679587,1.2339700946197643
2020-03-13,TSLA,buy_down_40pct,36.44133377075195,0.001832783583840276,-0.06678907830827845,-0.4041769027976915,1.335781566165569
2020-03-16,TSLA,buy_down_50pct,29.67133331298828,0.0019442009331856647,-0.05768703391597472,-0.5148677646136025,1.1537406783194943
2020-03-23,AAPL,buy_down_30pct,54.163700103759766,0.001076736301625816,-0.058320022132092114,-0.3142725517945889,1.1664004426418422
2020-03-23,GOOGL,buy_down_30pct,52.24324417114258,0.0011163170101198682,-0.058320022132092114,-0.30870823756212673,1.1664004426418422
2020-04-14,AMZN,sell_new_high,114.16600036621094,0.0007359911534951791,0.08402516629945862,,1.5339389014542881
2020-05-11,NVDA,sell_new_high,8.034000396728516,0.022491591144463183,0.18069745217767277,,1.7048397450429225
2020-05-20,META,sell_new_high,227.9680633544922,0.0008044298504082544,0.18338431510211362,,1.737804421212922
2020-06-05,AAPL,sell_new_high,80.24188995361328,0.0021063559066831807,0.16901797886721512,,1.8152369719530825
2020-06-08,MSFT,sell_new_high,179.03492736816406,0.0004680918864673772,0.08380479689531378,,1.8557330390305637
2020-06-08,TSLA,sell_new_high,63.32799911499024,0.007028467480538711,0.4450987823872932,,1.8557330390305637
2020-07-10,GOOGL,sell_new_high,76.27416229248047,0.0022359229762152176,0.17054315196132547,,2.026385505245455
2020-09-08,TSLA,buy_down_20pct,110.06999969482422,0.0009413516908973509,-0.10361458032979368,-0.33735353965339043,2.0722916065958734
2020-09-08,TSLA,buy_down_30pct,110.06999969482422,0.0009413516908973509,-0.10361458032979368,-0.33735353965339043,2.0722916065958734
2020-09-18,AAPL,buy_down_20pct,103.6319580078125,0.0010234595663618465,-0.10606311880390487,-0.20375643305339386,2.1212623760780973
2020-11-19,TSLA,sell_new_high,166.42333984375,0.0018827033817947019,0.31332578473339706,,2.335134018203793
2020-12-28,AAPL,sell_new_high,132.81443786621094,0.0010234595663618465,0.13593020698514466,,2.511318898422071
2021-02-23,TSLA,buy_down_20pct,232.94667053222656,0.0005542034468327744,-0.12909984773717864,-0.2086423916651755,2.581996954743573
2021-03-05,TSLA,buy_down_30pct,199.3166656494141,0.0006185369560647221,-0.12328472366375856,-0.32288897081372436,2.465694473275171
2021-03-08,NVDA,buy_down_20pct,11.560113906860352,0.010332235129141538,-0.11944181500534015,-0.24376624518224266,2.388836300106803
2021-04-13,NVDA,sell_new_high,15.640079498291016,0.010332235129141538,0.1615969788148088,,2.7896538072170443
2021-10-21,TSLA,sell_new_high,298.0,0.0011727404028974964,0.3494766400634539,,3.1156524103553207
2021-12-13,TSLA,buy_down_20pct,322.1366577148437,0.000502806287174045,-0.16197233682825674,-0.2142433427917455,3.2394467365651343
2022-01-13,NVDA,buy_down_20pct,26.522186279296875,0.005918829235110337,-0.1569802915289446,-0.2036715741633699,3.139605830578892
2022-01-21,AMZN,buy_down_20pct,142.64300537109375,0.0010210077441128046,-0.14563961312741108,-0.23544714340720974,2.9127922625482214
2022-01-21,META,buy_down_20pct,300.5308837890625,0.00048460780899188066,-0.14563961312741108,-0.20673490219631363,2.9127922625482214
2022-01-25,NVDA,buy_down_30pct,22.279634475708008,0.006406406081554377,-0.14273238579998435,-0.3310541573224173,2.854647715999687
2022-01-27,TSLA,buy_down_30pct,276.3666687011719,0.0005078669201130646,-0.14035748885517182,-0.3258856309528054,2.8071497771034366
2022-02-03,META,buy_down_30pct,235.69024658203125,0.000614495226682387,-0.144830531500253,-0.3778847479865084,2.8966106300050596
2022-02-07,META,buy_down_40pct,222.9521331787109,0.0006561159498930946,-0.14628245064124165,-0.41150758450607117,2.9256490128248327
2022-03-07,META,buy_down_50pct,185.83804321289065,0.0007030854682347987,-0.13066002762817397,-0.5094719329132571,2.6132005525634794
2022-04-22,NVDA,buy_down_40pct,19.47953414916992,0.006830990877971442,-0.1330645200801129,-0.4151271466957437,2.6612904016022583
2022-04-22,GOOGL,buy_down_20pct,118.58399200439452,0.0011221119969985643,-0.1330645200801129,-0.20157035896722542,2.6612904016022583
2022-04-26,MSFT,buy_down_20pct,260.8392333984375,0.0004905733317229242,-0.12796077177232493,-0.21081082378738014,2.5592154354464984
2022-04-29,AMZN,buy_down_30pct,124.28150177001952,0.0010340350649824636,-0.1285114307588803,-0.3338630453507967,2.570228615177606
2022-05-09,AMZN,buy_down_40pct,108.78900146484376,0.0011095343636467934,-0.1207051355120655,-0.41690136421733903,2.41410271024131
2022-05-11,NVDA,buy_down_50pct,16.599777221679688,0.007069198984352019,-0.11734712827596783,-0.501591824860323,2.3469425655193565
2022-05-11,TSLA,buy_down_40pct,244.6666717529297,0.0004796204053262628,-0.11734712827596783,-0.4032083542102489,2.3469425655193565
2022-05-12,AAPL,buy_down_20pct,139.75454711914062,0.0008366733700827315,-0.11692890792255728,-0.21459615084151573,2.3385781584511456
2022-09-13,GOOGL,buy_down_30pct,103.40309143066406,0.0011149895873292955,-0.11529337024284954,-0.30378382632282486,2.3058674048569907
2022-09-23,MSFT,buy_down_30pct,230.6841278076172,0.00046688328479096075,-0.10770256333995812,-0.3020474166486694,2.1540512667991623
2022-11-02,AMZN,buy_down_50pct,92.12000274658205,0.000998703075620501,-0.09200053006918049,-0.5062456019767263,1.8400106013836097
2022-11-02,GOOGL,buy_down_40pct,86.20559692382812,0.0006142396297880594,-0.05295089394015086,-0.4195750822391149,1.8400106013836097
2023-05-25,NVDA,sell_new_high,37.946407318115234,0.026225425178988175,0.9951606659326404,,3.1611991906730967
2023-05-25,TSLA,buy_down_50pct,184.47000122070312,0.0008568328643558102,-0.15805995953365487,-0.5500402452095621,3.161199190673097
2023-06-02,AAPL,sell_new_high,178.4482879638672,0.0008366733700827315,0.1493029304762225,,3.373079925937053
2023-06-15,MSFT,sell_new_high,340.0538330078125,0.000957456616513885,0.3255867923842378,,3.5639718644339142
2024-01-19,META,sell_new_high,380.1120910644531,0.002458304453802161,0.9344312464077977,,4.086889742826239
2024-01-25,GOOGL,sell_new_high,150.53515625,0.002851341214115919,0.42922709518900454,,4.074094578712172
2024-04-11,AMZN,sell_new_high,189.0500030517578,0.004163280248362562,0.7870681436582655,,4.323014896989796
2024-07-30,NVDA,buy_down_20pct,103.68000793457033,0.002193748014163832,-0.227447811514954,-0.23491660030843053,4.54895623029908
2024-09-06,GOOGL,buy_down_20pct,149.7652130126953,0.0014842147835758942,-0.2222837432188353,-0.2105868408418905,4.445674864376706
2024-10-14,NVDA,sell_new_high,138.01527404785156,0.002193748014163832,0.3027707333667514,,4.9503184455827345
2024-12-11,GOOGL,sell_new_high,194.3846893310547,0.0014842147835758942,0.2885086296059588,,5.751350453397479
2024-12-11,TSLA,sell_new_high,424.7699890136719,0.0023471264769691826,0.9969888878358981,,5.751350453397479
2025-01-02,TSLA,buy_down_20pct,379.2799987792969,0.0007311987244802674,-0.27732905132829927,-0.20960277923273207,5.546581026565986
2025-01-27,NVDA,buy_down_20pct,118.38121032714844,0.002365556671660964,-0.2800374618886858,-0.20752194341948693,5.600749237773716
2025-02-11,TSLA,buy_down_30pct,328.5,0.0008705270884907118,-0.28596814856919883,-0.31542531149095665,5.719362971383976
2025-02-27,TSLA,buy_down_40pct,281.95001220703125,0.000950297465525586,-0.26793638200524983,-0.41243274952283293,5.358727640104997
2025-03-10,TSLA,buy_down_50pct,222.1499938964844,0.0011107868007914795,-0.2467612810161226,-0.5370524722253525,4.935225620322452
2025-03-11,GOOGL,buy_down_20pct,163.3755645751953,0.0015183007126963093,-0.24805323613168093,-0.20424023945818948,4.961064722633618
2025-03-18,AMZN,buy_down_20pct,192.82000732421875,0.0012900574015688915,-0.24874887761917625,-0.20342060121873629,4.974977552383525
2025-03-18,META,buy_down_20pct,580.01123046875,0.00042886907106633756,-0.24874887761917625,-0.2087663874770841,4.974977552383525
2025-04-03,AAPL,buy_down_20pct,202.12203979492188,0.0012091158141900376,-0.24438895471238814,-0.2146805849828598,4.887779094247763
2025-04-03,NVDA,buy_down_30pct,101.7760238647461,0.002401242900166405,-0.24438895471238814,-0.31868186365104956,4.887779094247763
2025-04-04,MSFT,buy_down_20pct,356.3343200683594,0.0006382445518912015,-0.227428438435486,-0.22590808282366903,4.548568768709719
2025-04-04,META,buy_down_30pct,502.6943664550781,0.0004524189121896784,-0.227428438435486,-0.314239692835396,4.548568768709719
2025-04-08,AAPL,buy_down_30pct,171.51377868652344,0.001295789822243799,-0.22224580879657246,-0.3336050809592914,4.444916175931449
2025-04-21,AMZN,buy_down_30pct,167.32000732421875,0.0013648971351618198,-0.22837459865208087,-0.30876638431876047,4.5674919730416175
2025-06-05,MSFT,sell_new_high,463.9739990234375,0.0006382445518912015,0.29612887709588265,,5.696481716927692
2025-06-25,NVDA,sell_new_high,154.28436279296875,0.004766799571827369,0.7354426345011819,,6.027774786983947
2025-06-30,META,sell_new_high,735.6788940429688,0.000881287983256016,0.6483449688551443,,6.110240604462292
2025-08-22,GOOGL,sell_new_high,205.5037384033203,0.0015183007126963093,0.31201647247951714,,6.451548161729368
2025-10-20,AAPL,sell_new_high,261.5001525878906,0.0025049056364338366,0.6550332061457156,,7.18209370040721
2025-10-31,AMZN,sell_new_high,244.22000122070312,0.0026549545367307113,0.6483930002012857,,7.431608179507057
2025-11-04,META,buy_down_20pct,625.6926879882812,0.0005830857520483912,-0.3648324915268264,-0.20538806220504402,7.296649830536527
2025-12-16,TSLA,sell_new_high,489.8800048828125,0.0036628100792880447,1.794337419526442,,7.417161122830833
2026-01-30,MSFT,buy_down_20pct,428.38232421875,0.0008844076621125236,-0.37886460985263376,-0.2047237394056982,7.5772921970526745
2026-02-12,AMZN,buy_down_20pct,199.6000061035156,0.0018241271653261122,-0.3640957933326806,-0.2141732043168677,7.281915866653612
2026-03-13,TSLA,buy_down_20pct,391.2000122070313,0.0009201960453300431,-0.3599807041659748,-0.20143706967461772,7.199614083319495
2026-03-24,MSFT,buy_down_30pct,371.9344177246094,0.0009507200818129832,-0.3536055200482049,-0.3095172321738857,7.072110400964097
2026-03-26,META,buy_down_30pct,547.032958984375,0.0006335136261971928,-0.34655283349557164,-0.305283683314477,6.931056669911433
2026-03-27,GOOGL,buy_down_20pct,274.1762390136719,0.001234250191410963,-0.3384020754829624,-0.20121878899236567,6.768041509659248
2026-03-30,NVDA,buy_down_20pct,165.1699981689453,0.0020424229254571583,-0.33734699085797076,-0.20214387999661532,6.746939817159415
2026-04-22,AMZN,sell_new_high,255.3600006103516,0.0018241271653261122,0.4658091140510349,,8.042686351079244
2026-04-24,NVDA,sell_new_high,208.2700042724609,0.0020424229254571583,0.4253754314111345,,8.10576314045211
2026-04-24,GOOGL,sell_new_high,344.19439697265625,0.001234250191410963,0.4248220003460819,,8.10576314045211
