,strategy2,QQQ
2022-05-03,2.653443200867792,2.0999246957959863
2022-05-04,2.754247544646935,2.1709279545756126
2022-05-05,2.5814563618015054,2.061591368309787
2022-05-06,2.548206696201395,2.0368914242978127
2022-05-09,2.4141027102413104,1.9571942342858453
2022-05-10,2.4480834889783196,1.9809715005884625
2022-05-11,2.346942565519357,1.9222199819674395
2022-05-12,2.3385781584511456,1.9176757271787916
2022-05-13,2.4610080731897557,1.9887435795891557
2022-05-16,2.4158010715370333,1.9656912890845637
2022-05-17,2.4969626942599468,2.0166053095964465
2022-05-18,2.3497161419314163,1.9176086571149265
2022-05-19,2.345685183141527,1.9073337297002133
2022-05-20,2.315247514852529,1.9014057679016707
2022-05-23,2.3500960634684906,1.9330213577911373
2022-05-24,2.2428805133387533,1.8919214417628571
2022-05-25,2.3009229494503955,1.9183994647602534
2022-05-26,2.3979647159028126,1.9715525935580958
2022-05-27,2.496549101571236,2.0359035338494356
2022-05-31,2.5038362391619366,2.0305026395681596
2022-06-01,2.475494505104873,2.015485342714612
2022-06-02,2.581338698694811,2.070680703364791
2022-06-03,2.472113840329352,2.016803011507778
2022-06-06,2.4995349112741176,2.0235213682127933
2022-06-07,2.5096154960317825,2.0409750625247773
2022-06-08,2.4990233054017272,2.026287337646592
2022-06-09,2.4128030576635955,1.9720138292280607
2022-06-10,2.3042302171603812,1.9024601093056308
2022-06-13,2.1659234752681806,1.8140025371057389
2022-06-14,2.17575864285741,1.8172957804262313
2022-06-15,2.260716215236092,1.8626770365928078
2022-06-16,2.146565319168035,1.7875249268471973
2022-06-17,2.182528990849979,1.8092599612974776
2022-06-21,2.2426924849865224,1.85490681491696
2022-06-22,2.232490182722036,1.8522019308336355
2022-06-23,2.257053970828637,1.8797860939612385
2022-06-24,2.3633317062244545,1.9441948176922161
2022-06-27,2.3369617117591344,1.9299404686113133
2022-06-28,2.23204845246446,1.8711416913914438
2022-06-29,2.230329900275046,1.872856827701546
2022-06-30,2.187779372758169,1.8496278849672048
2022-07-01,2.1882358284436787,1.861836493915507
2022-07-05,2.255938816048843,1.8937104583279247
2022-07-06,2.271383722914781,1.9058532354289255
2022-07-07,2.3385020688864584,1.9466363743863346
2022-07-08,2.3428960088066684,1.9490783438193078
2022-07-11,2.2532342480781704,1.9074375335221334
2022-07-12,2.2325559907114556,1.888959421373145
2022-07-13,2.2403858196886794,1.8850654366498483
2022-07-14,2.2385476909327564,1.8917965882593544
2022-07-15,2.2879362043878912,1.9261127284741726
2022-07-18,2.2943078877011223,1.9098122265218145
2022-07-19,2.382841549628845,1.9685455846332371
2022-07-20,2.4487135097974364,1.9997597859866492
2022-07-21,2.5066103392914494,2.028466805168068
2022-07-22,2.4299260401501117,1.9928965579436855
2022-07-25,2.401710374260809,1.9815456203351476
2022-07-26,2.321281240571128,1.9426103132295804
2022-07-27,2.4605944796019665,2.024705103247656
2022-07-28,2.4666617124159473,2.044502122406375
2022-07-29,2.547836390675654,2.0817883314185686
2022-08-01,2.5547268222962676,2.0805342244090044
2022-08-02,2.554934616910627,2.074330965794474
2022-08-03,2.6359308536614754,2.1308202627536823
2022-08-04,2.6625945143354097,2.1407850169191973
2022-08-05,2.6072891465711474,2.1232970652822853
2022-08-08,2.5793921633897687,2.1164344563476036
2022-08-09,2.536540055684707,2.092478474120964
2022-08-10,2.640691483487296,2.150881641148743
2022-08-11,2.6115153853574866,2.138673238569868
2022-08-12,2.6849325413407454,2.180314667975324
2022-08-15,2.712638934888441,2.1979340769374116
2022-08-16,2.7041773682538515,2.1927874297905414
2022-08-17,2.65982899508935,2.167776074312805
2022-08-18,2.670650824049292,2.1729891724152592
2022-08-19,2.5921192732239575,2.130622148103496
2022-08-22,2.511069676886552,2.0745286677058057
2022-08-23,2.519533363763834,2.072813118656849
2022-08-24,2.5283308289619213,2.078818881729475
2022-08-25,2.583552356699903,2.1155757531607025
2022-08-26,2.455812994081427,2.028862621729586
2022-08-29,2.4212776388795034,2.0088666624429723
2022-08-30,2.3855577878873198,1.9864951846789682
2022-08-31,2.3752833836934193,1.9749465451590995
2022-09-01,2.3585058845808224,1.9758046292377187
2022-09-02,2.3157451330610233,1.947890275026472
2022-09-06,2.302127026890775,1.933899872443057
2022-09-07,2.3520272372918924,1.9729668432432277
2022-09-08,2.372527540454327,1.9831961630145125
2022-09-09,2.4431108528545344,2.0265525223606433
2022-09-12,2.4739631981700616,2.050639549173604
2022-09-13,2.3058674048569903,1.9381892609890172
2022-09-14,2.327839456811275,1.9535654342765998
2022-09-15,2.297552421155028,1.9210310876968946
2022-09-16,2.2837708987767296,1.909284952635121
2022-09-19,2.310611245192393,1.9241530443927466
2022-09-20,2.286740132937082,1.9088152558186375
2022-09-21,2.2426803740423567,1.8746363512729585
2022-09-22,2.2027628294135493,1.8515636301950666
2022-09-23,2.1540512667991623,1.821416771519533
2022-09-26,2.139969081725735,1.813880572774218
2022-09-27,2.1464216717741498,1.8146071995276616
2022-09-28,2.20248407275832,1.850703895161029
2022-09-29,2.1173355184184617,1.7973526517130003
2022-09-30,2.0891018381114406,1.7668751892149683
2022-10-03,2.101891989130161,1.8083273778556108
2022-10-04,2.1719948357011876,1.865182361439955
2022-10-05,2.156618346806882,1.86419054997246
2022-10-06,2.144450270732208,1.849513556304493
2022-10-07,2.0346126754398255,1.7790396351058335
2022-10-10,2.0141799783257017,1.7612565751879148
2022-10-11,1.9766862556938123,1.7370595534702153
2022-10-12,1.9757694143343456,1.7364641776725203
2022-10-13,2.0185097937489735,1.7771891204514372
2022-10-14,1.92894891650798,1.723771219678398
2022-10-17,2.0311025502833293,1.7806928605877526
2022-10-18,2.0444718404771773,1.7947740657191695
2022-10-19,2.0415414660891402,1.7882286465942128
2022-10-20,2.0190256857229967,1.779106292430844
2022-10-21,2.0607397913799126,1.820822221199547
2022-10-24,2.071633043347499,1.8408534696582255
2022-10-25,2.140097994897887,1.8789329627488738
2022-10-26,2.05446133613529,1.8374153549997843
2022-10-27,1.9531537971824176,1.803963696315831
